name,categories,lat,lng
Farmaish Restaurant and Lounge,Restaurant,18.56714281852266,73.91898533972515
McDonald's,Fast Food Restaurant,18.519093641363643,73.93257466661993
Domino's Pizza,Pizza Place,18.546097830549233,73.93619477527129
Amoeba,Casino,18.51853606759896,73.93577449783876
Radisson Blu,Hotel,18.553393109079078,73.9379346370697
Cafe Coffee Day,Coffee Shop,18.566078668419934,73.91824872370637
Domino's Pizza,Pizza Place,18.498593241595366,73.90047243174655
Burgs,Burger Joint,18.51869872304549,73.9360433964115
Bistro,Italian Restaurant,18.531887983390458,73.91009861523389
Independence Brewing Company,Brewery,18.530886611341845,73.91361613014034
Pizza Hut,Pizza Place,18.50559652776683,73.90111713712467
Starbucks,Coffee Shop,18.552683020484302,73.95083800011875
Sai Sagar,Indian Restaurant,18.495730426418017,73.90014858589889
Stepz Studio,Dance Studio,18.491361691891164,73.90028898898224
